300	2.7689	0.55942
305	2.7642	0.55525
310	2.7649	0.55109
315	2.7704	0.54694
320	2.7793	0.54281
325	2.79	0.5387
330	2.8008	0.5346
335	2.8095	0.53051
340	2.815	0.52645
345	2.8168	0.52239
350	2.8158	0.51836
355	2.814	0.51434
360	2.8137	0.51034
365	2.8173	0.50634
370	2.8265	0.50237
375	2.842	0.49841
380	2.864	0.49447
385	2.8925	0.49056
390	2.9263	0.48664
395	2.9648	0.48274
400	3.0079	0.47887
405	3.0531	0.47499
410	3.0973	0.47115
415	3.1381	0.46733
420	3.1735	0.46351
425	3.2017	0.45971
430	3.2223	0.45593
435	3.2351	0.45215
440	3.241	0.44839
445	3.2411	0.44467
450	3.2366	0.44094
455	3.2288	0.43722
460	3.2188	0.43354
465	3.2074	0.42985
470	3.1952	0.42621
475	3.1827	0.42256
480	3.1703	0.41893
485	3.1581	0.41532
490	3.1462	0.41172
495	3.1349	0.40813
500	3.1242	0.40458
505	3.114	0.40101
510	3.1043	0.3975
515	3.0952	0.39398
520	3.0867	0.39046
525	3.0786	0.38697
530	3.071	0.3835
535	3.0638	0.38006
540	3.0571	0.3766
545	3.0508	0.37317
550	3.0449	0.36978
555	3.0393	0.36636
560	3.0341	0.363
565	3.0292	0.35963
570	3.0247	0.3563
575	3.0205	0.35294
580	3.0166	0.34966
585	3.0128	0.34635
590	3.0093	0.34305
595	3.0059	0.3398
600	3.0028	0.33653
605	2.9997	0.33329
610	2.9968	0.33007
615	2.9941	0.32687
620	2.9915	0.32366
625	2.9891	0.32049
630	2.9868	0.31734
635	2.9846	0.3142
640	2.9825	0.31109
645	2.9806	0.30795
650	2.9788	0.30485
655	2.9771	0.30179
660	2.9755	0.2987
665	2.974	0.29566
670	2.9727	0.29263
675	2.9714	0.28961
680	2.9703	0.28661
685	2.9693	0.28363
690	2.9683	0.28066
695	2.9675	0.27768
700	2.9667	0.27476
705	2.9661	0.27182
710	2.9655	0.26894
715	2.965	0.26601
720	2.9646	0.26315
725	2.9643	0.26028
730	2.964	0.25744
735	2.9638	0.25463
740	2.9637	0.25182
745	2.9636	0.24899
750	2.9636	0.24621
755	2.9636	0.24346
760	2.9637	0.24071
765	2.9638	0.23796
770	2.964	0.23524
775	2.9642	0.23253
780	2.9644	0.22983
785	2.9646	0.22716
790	2.9648	0.2245
795	2.965	0.22185
800	2.9651	0.21924
805	2.9652	0.21664
810	2.9652	0.21405
815	2.9651	0.21146
820	2.9649	0.20889
825	2.9647	0.20632
830	2.9644	0.20381
835	2.964	0.20127
840	2.9635	0.19878
845	2.963	0.19631
850	2.9623	0.19381
855	2.9616	0.19137
860	2.9608	0.18894
865	2.96	0.18649
870	2.9591	0.1841
875	2.9582	0.18173
880	2.9573	0.17933
885	2.9564	0.17699
890	2.9554	0.17463
895	2.9545	0.1723
900	2.9536	0.16998
905	2.9528	0.16769
910	2.952	0.16542
915	2.9513	0.16312
920	2.9507	0.1609
925	2.9502	0.15866
930	2.9498	0.15644
935	2.9496	0.1542
940	2.9496	0.15195
945	2.9497	0.14953
950	2.9499	0.14698
955	2.9501	0.14429
960	2.9504	0.14139
965	2.9507	0.13833
970	2.9509	0.1351
975	2.9511	0.13161
980	2.9512	0.12792
985	2.9512	0.124
990	2.9509	0.11984
995	2.9505	0.11532
1000	2.9497	0.11039
1005	2.9486	0.10518
1010	2.9471	0.09945
1015	2.9452	0.0931
1020	2.9428	0.0861
1025	2.9399	0.07829
1030	2.9364	0.06923
1035	2.9325	0.05852
1040	2.9282	0.04694
1045	2.9235	0.03755
1050	2.9187	0.03004
1055	2.9137	0.02413
1060	2.9086	0.01945
1065	2.9035	0.01569
1070	2.8986	0.01265
1075	2.894	0.01024
1080	2.8897	0.00832
1085	2.8857	0.00676
1090	2.882	0.00552
1095	2.8784	0.0045
1100	2.8751	0.00367
1105	2.872	0.00301
1110	2.8691	0.00247
1115	2.8663	0.00204
1120	2.8637	0.00167
1125	2.8612	0.00138
1130	2.8588	0.00114
1135	2.8565	0.00095
1140	2.8543	0.00078
1145	2.8522	0.00065
1150	2.8501	0.00054
1155	2.8482	0.00045
1160	2.8462	0.00038
1165	2.8444	0.00031
1170	2.8425	0.00026
1175	2.8408	0.00022
1180	2.8391	0.00019
1185	2.8374	0.00016
1190	2.8358	0.00013
1195	2.8342	0.00011
1200	2.8327	0.00009
1205	2.8312	0.00008
1210	2.8297	0.00007
1215	2.8283	0.00006
1220	2.8269	0.00005
1225	2.8255	0.00004
1230	2.8242	0.00004
1235	2.8229	0.00003
1240	2.8216	0.00003
1245	2.8204	0.00002
1250	2.8191	0.00002
1255	2.8179	0.00002
1260	2.8168	0.00001
1265	2.8156	0.00001
1270	2.8145	0.00001
1275	2.8134	0.00001
1280	2.8123	0.00001
1285	2.8112	0.00001
1290	2.8102	0.00001
1295	2.8092	0
1300	2.8081	0
