"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
753,1.48614955,753,1.74747e-7,0.029162490912980378,,
754,1.48594522,754,1.75019e-7,0.02916914613467543,,
755,1.48635173,755,1.81423e-7,0.030196406039322974,,
756,1.48541939,756,1.97184e-7,0.03277628602145237,,
757,1.48621118,757,1.18607e-7,0.01968902931911887,,
758,1.48569679,758,1.5872e-7,0.026313117993549975,,
759,1.48541772,759,1.64822e-7,0.02728872644795662,,
760,1.48572469,760,1.29166e-7,0.02135720824703049,,
761,1.48540223,761,1.30293e-7,0.021515244762900128,,
762,1.48644269,762,1.87519e-7,0.030924320882336195,,
763,1.48618543,763,2.1731e-7,0.035790275205850486,,
764,1.4860183,764,1.60986e-7,0.026479185074911333,,
765,1.48628569,765,1.73737e-7,0.028539131129763654,,
766,1.48493385,766,1.65479e-7,0.027147133719236834,,
767,1.485065,767,1.40911e-7,0.023086569095697073,,
768,1.48601782,768,1.71677e-7,0.02809058343699661,,
769,1.48611128,769,8.45036e-8,0.013808888892686109,,
770,1.48575521,770,1.05864e-7,0.01727696439894181,,
771,1.48557341,771,9.48676e-8,0.015462275238583404,,
772,1.48488009,772,1.28484e-7,0.02091421712455083,,
773,1.48442948,773,1.15201e-7,0.018727793805236627,,
774,1.48528469,774,1.354e-7,0.02198303076465416,,
775,1.48503172,775,8.59807e-8,0.013941488282348797,,
776,1.485421,776,1.35513e-7,0.0219446724363873,,
777,1.48560107,777,1.39598e-7,0.02257709401574404,,
778,1.48572731,778,4.88213e-8,0.007885688299162127,,
779,1.48630726,779,8.38961e-8,0.01353362626058201,,
780,1.485172,780,6.5645e-8,0.010575889730507793,,
781,1.485561,781,1.45075e-7,0.023342717245558985,,
782,1.48620868,782,1.17763e-7,0.018923957834511243,,
783,1.48588276,783,1.68242e-7,0.027001166346117704,,
784,1.48583627,784,1.54476e-7,0.024760238099792702,,
785,1.48507357,785,1.37175e-7,0.021959132344263946,,
786,1.48369527,786,2.24764e-8,0.00359347038774278,,
787,1.48463488,787,5.15115e-8,0.00822506480179876,,
788,1.48440158,788,7.12259e-8,0.011358515948493466,,
789,1.48457587,789,1.0521e-7,0.016756753515040922,,
790,1.48409641,790,7.06431e-8,0.01123705539173717,,
791,1.4830333,791,6.98645e-8,0.011099155496673785,,
792,1.48536968,792,1.16126e-7,0.0184252822470085,,
793,1.48461926,793,1.01501e-7,0.016084478987743636,,
794,1.48479962,794,1.02872e-7,0.01628120501058384,,
795,1.48348963,795,1.05363e-7,0.016654471786675795,,
796,1.48506916,796,1.10327e-7,0.01741721068807041,,
797,1.48386717,797,2.26943e-8,0.0035782306729416733,,
798,1.48395228,798,1.09393e-7,0.017226478453842016,,
799,1.48520279,799,8.01801e-8,0.012610423685812014,,
800,1.48766911,800,3.52912e-8,0.005543528732818406,,
801,1.48766184,801,8.09453e-8,0.01269898426080509,,
802,1.488735,802,9.96305e-8,0.015610895105909121,,
803,1.48283911,803,1.72221e-7,0.026951343880143846,,
804,1.47477162,804,1.85605e-7,0.0290097166402753,,
805,1.49326313,805,2.84297e-8,0.004437989399441578,,
806,1.48771465,806,1.3969e-9,0.00021779110559799416,,
807,1.49096644,807,1.42614e-7,0.022207439638119195,,
808,1.4860909,808,1.42614e-7,0.022179955183121523,,
809,1.48665464,809,3.62397e-9,0.000562919037272178,,
810,1.48418391,810,1.05903e-7,0.016429831446573822,,
811,1.48074889,811,1.27824e-7,0.019806211558691084,,
812,1.48132455,812,1.94422e-7,0.030088410191932747,,
813,1.49014056,813,1.42614e-7,0.022043547094664443,,
814,1.48605537,814,4.39542e-8,0.006785562251322678,,
815,1.48936069,815,1.40871e-7,0.02172070177687596,,
816,1.48576832,816,8.50073e-8,0.01309109358732861,,
817,1.4857651,817,4.60193e-8,0.007078281263321653,,
818,1.490331,818,3.10951e-8,0.004776926050006845,,
819,1.48563838,819,1.08333e-7,0.0166221322071474,,
820,1.48569334,820,1.54171e-8,0.002362646248763863,,
821,1.48697114,821,4.60606e-8,0.007050116569059101,,
822,1.48317325,822,1.46172e-7,0.02234612561365096,,
823,1.49204957,823,1.01791e-7,0.015542447523769558,,
824,1.48414028,824,1.66877e-7,0.025449493070539023,,
825,1.48335278,825,1.68346e-7,0.02564240275690799,,
826,1.48673487,826,6.0415e-8,0.009191250371265247,,
827,1.47478378,827,1.42419e-7,0.021640748930186447,,
828,1.48594165,828,1.29225e-7,0.01961218892077976,,
829,1.48559678,829,7.22261e-8,0.010948370815799363,,
830,1.4873414,830,5.91276e-8,0.008952040182380522,,
831,1.48929965,831,7.27599e-8,0.01100274210906994,,
832,1.48428655,832,1.17411e-7,0.017733535338972657,,
833,1.48586524,833,9.64014e-8,0.014542805764022624,,
834,1.486276,834,4.17552e-8,0.006291502617226502,,
835,1.48552763,835,1.14941e-7,0.017298098260898894,,
836,1.48266828,836,9.25373e-8,0.013909784778135635,,
837,1.481854,837,1.34179e-7,0.02014507816802986,,
838,1.48108613,838,1.37933e-7,0.020683976109193362,,
839,1.48279536,839,7.04237e-8,0.010547917928896856,,
840,1.485656,840,1.08237e-7,0.01619221733555231,,
841,1.48949528,841,6.44927e-8,0.009636613200008108,,
842,1.48287237,842,1.3987e-7,0.02087480116188144,,
843,1.48902941,843,7.0939e-8,0.010574682858980134,,
844,1.48722017,844,1.01503e-7,0.015112847351531983,,
845,1.4823221,845,1.06767e-7,0.01587779516429924,,
846,1.48533356,846,1.19118e-7,0.017693628071409406,,
847,1.484066,847,8.20444e-8,0.01217237706296021,,
848,1.47924554,848,1.67883e-7,0.024878301861444116,,
849,1.48757911,849,5.93365e-8,0.00878262014085893,,
850,1.48334289,850,1.59464e-7,0.023575102631154955,,
851,1.48392439,851,1.03782e-7,0.015325065512331653,,
852,1.48410666,852,1.12041e-7,0.016525219835720847,,
853,1.48554611,853,7.77139e-8,0.011448788620014623,,
854,1.48410964,854,8.20484e-8,0.012073192069264486,,
855,1.483786,855,1.01398e-7,0.014902980673155456,,
856,1.485553,856,8.82555e-8,0.01295620702985486,,
857,1.48458147,857,1.16361e-7,0.017062257305221096,,
858,1.48582911,858,6.13944e-8,0.008991897249955859,,
859,1.48321617,859,8.44023e-8,0.01234727104195957,,
860,1.48633087,860,5.65316e-8,0.008260430663054734,,
861,1.4825772,861,1.26144e-7,0.018410827581622807,,
862,1.48379111,862,1.22641e-7,0.01787879650250143,,
863,1.4864068,863,9.11417e-8,0.01327138332123684,,
864,1.48456693,864,7.95704e-8,0.011573045559407465,,
865,1.48546159,865,1.15047e-7,0.016713563469019418,,
866,1.48274493,866,1.01103e-7,0.014670874921750064,,
867,1.48648036,867,1.18239e-7,0.017137659689402705,,
868,1.485902,868,8.2603e-8,0.011958754744906807,,
869,1.48314667,869,8.74669e-8,0.01264834846822891,,
870,1.48244119,870,1.16613e-7,0.016843703177612253,,
871,1.48743808,871,9.04762e-8,0.013053472571514164,,
872,1.483443,872,1.11024e-7,0.01599964141156666,,
873,1.48470032,873,9.12161e-8,0.013130072377966184,,
874,1.48517227,874,1.15476e-7,0.016603137449241873,,
875,1.48372281,875,1.29757e-7,0.01863513773494175,,
876,1.48320639,876,1.36552e-7,0.019588619179588738,,
877,1.48321879,877,1.4069e-7,0.020159209597881325,,
878,1.48309064,878,1.68044e-7,0.024051289106143195,,
879,1.4831804,879,1.54196e-7,0.02204418752277278,,
880,1.48439538,880,1.30929e-7,0.018696617479175365,,
881,1.48475111,881,1.19476e-7,0.01704176725903719,,
882,1.48493159,882,1.45413e-7,0.020717841838387874,,
883,1.48366189,883,1.51096e-7,0.021503152144362554,,
884,1.48539627,884,1.55441e-7,0.02209648432880774,,
885,1.48275793,885,2.02089e-7,0.02869520080322295,,
886,1.48247135,886,2.05794e-7,0.029188303320670787,,
887,1.48332047,887,2.20296e-7,0.031209934395274728,,
888,1.48368251,888,2.0861e-7,0.029521065020962474,,
889,1.48283017,889,2.4745e-7,0.03497804733996825,,
890,1.483278,890,2.62341e-7,0.03704128352069213,,
891,1.48254132,891,2.77011e-7,0.03906871930700616,,
892,1.48380721,892,2.6764e-7,0.03770474698685077,,
893,1.4810853,893,2.70815e-7,0.038109313078697415,,
894,1.48342288,894,2.81656e-7,0.03959053335299717,,
895,1.48356259,895,2.81199e-7,0.039482132406560726,,
896,1.48391128,896,2.84997e-7,0.0399707357810326,,
897,1.48155832,897,3.34007e-7,0.04679214882709325,,
898,1.48417509,898,2.8992e-7,0.04057062548457696,,
899,1.48276353,899,3.31808e-7,0.04638067075427462,,
900,1.48304927,900,3.23943e-7,0.04523097551030393,,
901,1.48299432,901,3.33161e-7,0.04646642175638753,,
902,1.48259068,902,3.57087e-7,0.049748199374386626,,
903,1.4821496,903,3.50168e-7,0.04873024214051964,,
904,1.48232675,904,3.76244e-7,0.05230112329014328,,
905,1.48251271,905,3.75891e-7,0.05219431620554789,,
906,1.48256075,906,3.79195e-7,0.05259497687761508,,
907,1.4818629,907,4.23804e-7,0.058717509722688806,,
908,1.48285341,908,4.14045e-7,0.0573022348130214,,
909,1.48266435,909,4.5011e-7,0.062224962345755856,,
910,1.48245633,910,4.59667e-7,0.06347632836473228,,
911,1.48263133,911,4.81155e-7,0.06637071408289778,,
912,1.48224044,912,5.24742e-7,0.0723037549223691,,
913,1.48245287,913,5.41478e-7,0.07452807478118266,,
914,1.4823339,914,5.81108e-7,0.07989516952920164,,
915,1.48323226,915,6.05182e-7,0.08311411258075532,,
916,1.48200309,916,6.59153e-7,0.09042752062845735,,
917,1.48317873,917,6.85246e-7,0.09390463683759177,,
918,1.48236322,918,7.23864e-7,0.09908870695416654,,
919,1.48259,919,7.60637e-7,0.10400921050048224,,
920,1.48284245,920,7.99398e-7,0.10919056017801623,,
921,1.4825871,921,8.5414e-7,0.11654114871388431,,
922,1.48250008,922,8.73742e-7,0.11908639689079623,,
923,1.48238218,923,9.20932e-7,0.12538215409125703,,
924,1.482353,924,9.618821e-7,0.13081565969608322,,
925,1.48219919,925,0.00000100049,0.1359192230914617,,
926,1.48216784,926,0.00000102694,0.13936186434892017,,
927,1.48246026,927,0.00000105597,0.14314682176531668,,
928,1.482485,928,0.00000106994,0.14488429499059755,,
929,1.48205888,929,0.00000108318,0.1465192822611579,,
930,1.48268139,930,0.00000107582,0.14536723477784824,,
931,1.48235345,931,0.00000108331,0.14622207250527858,,
932,1.48219645,932,0.00000106474,0.1435613460078625,,
933,1.481943,933,0.00000105395,0.1419541940943607,,
934,1.48205435,934,0.00000101043,0.13594687216131626,,
935,1.4822228,935,9.65734e-7,0.12979434608435875,,
936,1.48252153,936,9.09216e-7,0.12206779086009817,,
937,1.48237336,937,8.3578e-7,0.11208880717256253,,
938,1.48211932,938,7.7507e-7,0.10383600076835145,,
939,1.48228276,939,7.0101e-7,0.09381417959927502,,
940,1.48199069,940,6.40541e-7,0.08563059148608766,,
941,1.48207319,941,5.8835e-7,0.07856986345332859,,
942,1.48181951,942,5.46208e-7,0.07286467261706894,,
943,1.48179567,943,4.89976e-7,0.06529395554762725,,
944,1.48225558,944,4.28804e-7,0.05708167356906431,,
945,1.48186636,945,3.99852e-7,0.053171306062357086,,
946,1.48154736,946,3.69804e-7,0.04912361647645327,,
947,1.481313,947,3.38005e-7,0.04485212354283498,,
948,1.481595,948,3.09651e-7,0.041046299863997174,,
949,1.48180223,949,2.89825e-7,0.038377748823041596,,
950,1.48165143,950,2.72291e-7,0.03601799601004709,,
951,1.48177874,951,2.53384e-7,0.03348177972396199,,
952,1.48186672,952,2.3502e-7,0.031022567455742573,,
953,1.48195648,953,2.29195e-7,0.030221923535761287,,
954,1.48148215,954,2.11823e-7,0.027901953067561873,,
955,1.4814043,955,2.1546e-7,0.028351311126385628,,
956,1.48166943,956,1.93893e-7,0.025486729053660492,,
957,1.481415,957,1.8546e-7,0.024352759604378812,,
958,1.48164737,958,1.86279e-7,0.024434769850440626,,
959,1.48152447,959,1.78664e-7,0.023411449837787975,,
960,1.48172593,960,1.78502e-7,0.023365857160461884,,
961,1.48176217,961,1.60794e-7,0.021025983314935163,,
962,1.48128128,962,1.56668e-7,0.020465157499068846,,
963,1.48105121,963,1.71385e-7,0.022364355428265283,,
964,1.48124242,964,1.49355e-7,0.01946940127704994,,
965,1.481345,965,1.61545e-7,0.02103662529426583,,
966,1.48141706,966,1.51056e-7,0.019650369353236434,,
967,1.4814595,967,1.42628e-7,0.018534811871611375,,
968,1.48149359,968,1.5285e-7,0.019842662690132226,,
969,1.481317,969,1.5103e-7,0.019586160514826274,,
970,1.48152447,970,1.47402e-7,0.019095960425750215,,
971,1.48128569,971,1.39074e-7,0.017998511089818613,,
972,1.48112774,972,1.48283e-7,0.019170567220257423,,
973,1.4815613,973,1.33532e-7,0.01724576157118817,,
974,1.4812268,974,1.44249e-7,0.01861074327259442,,
975,1.48128343,975,1.35316e-7,0.01744031801079616,,
976,1.48133838,976,1.35999e-7,0.01751038767604747,,
977,1.48129928,977,1.28443e-7,0.016520597142478357,,
978,1.48127651,978,1.32909e-7,0.017077543476317618,,
979,1.48119426,979,1.33975e-7,0.017196930572612568,,
980,1.48110366,980,1.36365e-7,0.017485848253337637,,
981,1.48116517,981,1.31394e-7,0.016831250769654527,,
982,1.48102212,982,1.41115e-7,0.01805807932021685,,
983,1.48115575,983,1.36609e-7,0.017463675719806636,,
984,1.48103917,984,1.4163e-7,0.018087145021460263,,
985,1.48095441,985,1.42935e-7,0.018235270901151557,,
986,1.4810245,986,1.46374e-7,0.01865507030736521,,
987,1.48095024,987,1.38625e-7,0.017649575748890988,,
988,1.48098683,988,1.48284e-7,0.018860239880360685,,
989,1.4810077,989,1.49406e-7,0.018983732740232018,,
990,1.48121536,990,1.5274e-7,0.019387751996335557,,
991,1.48115039,991,1.60972e-7,0.020412046524062814,,
992,1.48099387,992,1.58172e-7,0.020036773919500192,,
993,1.48112762,993,1.69815e-7,0.021490012345190358,,
994,1.4808569,994,1.75101e-7,0.022136660572886373,,
995,1.48066676,995,1.79893e-7,0.022719619185215225,,
996,1.48071313,996,1.92069e-7,0.024233034513346907,,
997,1.48069251,997,1.9359e-7,0.024400438186898618,,
998,1.480541,998,1.984e-7,0.024981642584056715,,
999,1.48061478,999,2.04421e-7,0.025714014488067233,,
1000,1.48055184,1000,2.12896e-7,0.026753300383146106,,
1001,1.48050988,1001,2.17693e-7,0.027328780401115797,,
1002,1.48051023,1002,2.31597e-7,0.02904524685802137,,
1003,1.48078024,1003,2.39028e-7,0.02994730244475617,,
1004,1.48066127,1004,2.55778e-7,0.03201395560756534,,
1005,1.48043621,1005,2.58512e-7,0.03232395622148476,,
1006,1.48044288,1006,2.78291e-7,0.03476250342585118,,
1007,1.4805069,1007,2.88617e-7,0.03601656591464252,,
1008,1.48047507,1008,2.92097e-7,0.036414674179984834,,
1009,1.48033857,1009,3.06662e-7,0.038192550498915886,,
1010,1.48040938,1010,3.16822e-7,0.03941883832457922,,
1011,1.4803139,1011,3.35513e-7,0.04170307323378328,,
1012,1.48040724,1012,3.46894e-7,0.04307508466301889,,
1013,1.48016489,1013,3.62519e-7,0.0449708599086562,,
1014,1.480219,1014,3.6671e-7,0.045445895147846666,,
1015,1.480374,1015,3.70104e-7,0.04582132049119987,,
1016,1.48024833,1016,3.78466e-7,0.04681047264698877,,
1017,1.48028255,1017,3.83908e-7,0.04743687521944348,,
1018,1.48041308,1018,3.85886e-7,0.0476344449007132,,
1019,1.48030007,1019,3.96451e-7,0.048890580926725304,,
1020,1.48010468,1020,4.00278e-7,0.04931413428210255,,
1021,1.480205,1021,3.99129e-7,0.0491244166203581,,
1022,1.48007548,1022,3.93906e-7,0.0484341368221112,,
1023,1.48009837,1023,3.9814e-7,0.04890688950538574,,
1024,1.48006988,1024,4.08177e-7,0.05009085408454379,,
1025,1.47985446,1025,4.2121e-7,0.05163981430706563,,
1026,1.47993994,1026,4.25372e-7,0.052099241724865394,,
1027,1.48000324,1027,4.53085e-7,0.05543947448692236,,
1028,1.47990489,1028,4.57969e-7,0.0559825698821737,,
1029,1.479867,1029,4.72556e-7,0.05770956104994279,,
1030,1.47999942,1030,4.83925e-7,0.059040591257803525,,
1031,1.4797883,1031,5.03793e-7,0.06140494229796169,,
1032,1.47992408,1032,5.07284e-7,0.06177053053037382,,
1033,1.4800092,1033,5.24077e-7,0.06375358966564872,,
1034,1.4797374,1034,5.41712e-7,0.06583514272964928,,
1035,1.47982478,1035,5.53095e-7,0.0671535918352559,,
1036,1.47979784,1036,5.65294e-7,0.06856847403545901,,
1037,1.47981453,1037,5.78103e-7,0.07005454726396221,,
1038,1.47966731,1038,5.75864e-7,0.06971599660373153,,
1039,1.47981024,1039,5.96268e-7,0.0721166956061859,,
1040,1.479679,1040,5.99195e-7,0.0724010234641437,,
1041,1.479978,1041,5.89854e-7,0.07120388061827296,,
1042,1.47976851,1042,5.8827e-7,0.07094451863060529,,
1043,1.47970021,1043,5.90877e-7,0.07119059798179007,,
1044,1.47967672,1044,5.77588e-7,0.06952284358626902,,
1045,1.4796778,1045,5.76638e-7,0.06934207481648655,,
1046,1.47979629,1046,5.67536e-7,0.06818229171119453,,
1047,1.4796226,1047,5.51332e-7,0.06617232324313152,,
1048,1.47968984,1048,5.44007e-7,0.06523085475959628,,
1049,1.47957051,1049,5.28627e-7,0.06332624212351617,,
1050,1.47958207,1050,5.20581e-7,0.06230298838851156,,
1051,1.47934854,1051,5.14888e-7,0.06156302029387408,,
1052,1.47971559,1052,5.06772e-7,0.06053502632110292,,
1053,1.47948742,1053,4.98408e-7,0.05947938884293947,,
1054,1.47943735,1054,4.84219e-7,0.05773126577338125,,
1055,1.47948956,1055,4.75283e-7,0.056612154736535275,,
1056,1.47952235,1056,4.5961e-7,0.05469346210289413,,
1057,1.47935975,1057,4.38973e-7,0.05218824415985893,,
1058,1.47929442,1058,4.35504e-7,0.05172688722151113,,
1059,1.47926056,1059,4.231e-7,0.05020615115141989,,
1060,1.47930551,1060,4.09808e-7,0.04858301140310664,,
1061,1.47946441,1061,3.92666e-7,0.04650694141053684,,
1062,1.47938955,1062,3.86664e-7,0.04575294846733122,,
1063,1.47934425,1063,3.70115e-7,0.04375354901160438,,
1064,1.47933817,1064,3.5896e-7,0.04239496612528542,,
1065,1.47940373,1065,3.50855e-7,0.04139881654367124,,
1066,1.47931564,1066,3.47954e-7,0.041018001132727314,,
1067,1.47931039,1067,3.37087e-7,0.03969972044313487,,
1068,1.47934771,1068,3.27465e-7,0.03853039843849369,,
1069,1.47933984,1069,3.18933e-7,0.037491396437319115,,
1070,1.479306,1070,3.19462e-7,0.0375184849458356,,
1071,1.47924042,1071,3.15706e-7,0.037042750711268696,,
1072,1.479184,1072,3.10636e-7,0.03641387222166116,,
1073,1.47902894,1073,3.06431e-7,0.03588746983903724,,
1074,1.47915041,1074,3.01008e-7,0.03521953525034475,,
1075,1.47916365,1075,2.94839e-7,0.034465638563414364,,
1076,1.47913027,1076,2.85717e-7,0.03336826870653216,,
1077,1.47908,1077,2.8566e-7,0.03333063537323901,,
1078,1.47910416,1078,2.77166e-7,0.03230956101762036,,
1079,1.47921276,1079,2.79709e-7,0.03257578274487293,,
1080,1.47903216,1080,2.82456e-7,0.03286524794675402,,
1081,1.47896445,1081,2.67871e-7,0.031139373384264625,,
1082,1.47903621,1082,2.54876e-7,0.029601351910401186,,
1083,1.47919083,1083,2.5597e-7,0.029700959244298407,,
1084,1.47905076,1084,2.51307e-7,0.029132997232313294,,
1085,1.479069,1085,2.40374e-7,0.027839896498211718,,
1086,1.47905147,1086,2.37022e-7,0.027426393146930385,,
1087,1.47903407,1087,2.37226e-7,0.027424745495510296,,
1088,1.479081,1088,2.28548e-7,0.026397232271788237,,
1089,1.47924769,1089,2.29473e-7,0.026479731533414534,,
1090,1.47904372,1090,2.14323e-7,0.024708827974140375,,
1091,1.47905576,1091,2.21818e-7,0.025549470182730735,,
1092,1.47903717,1092,2.24356e-7,0.025818137779809215,,
1093,1.47882533,1093,2.11736e-7,0.024343577752991345,,
1094,1.47881913,1094,2.14961e-7,0.02469176959445395,,
1095,1.47895312,1095,2.05932e-7,0.023633039574029346,,
1096,1.47904,1096,2.11103e-7,0.024204366202582706,,
1097,1.47895753,1097,2.06464e-7,0.023650894644695098,,
1098,1.47909975,1098,2.04709e-7,0.02342849874403326,,
1099,1.47891736,1099,2.05825e-7,0.02353478827752936,,
1100,1.47883809,1100,2.09653e-7,0.02395070271283858,,
1101,1.47883582,1101,2.05739e-7,0.02348222092486505,,
1102,1.47892034,1102,2.08061e-7,0.023725695430074262,,
1103,1.47900033,1103,2.09491e-7,0.02386710377491131,,
1104,1.47892177,1104,2.07656e-7,0.023636614640356594,,
1105,1.47896624,1105,2.15312e-7,0.024485885879809068,,
1106,1.47893655,1106,2.17885e-7,0.024756090970249986,,
1107,1.47888,1107,2.20501e-7,0.02503068913131718,,
1108,1.47885287,1108,2.24731e-7,0.02548784327198151,,
1109,1.47880077,1109,2.32904e-7,0.026390964666967616,,
1110,1.47883034,1110,2.41154e-7,0.027301176028244795,,
1111,1.47887015,1111,2.49462e-7,0.028216309146708085,,
1112,1.4789046,1112,2.65382e-7,0.02999000509334412,,
1113,1.47895873,1113,2.67385e-7,0.0301892094044962,,
1114,1.47887874,1114,2.66535e-7,0.03006622613732695,,
1115,1.47872972,1115,2.79443e-7,0.031494029628595245,,
1116,1.47880578,1116,2.85269e-7,0.03212182776691422,,
1117,1.47863281,1117,2.89759e-7,0.03259820038358192,,
1118,1.47864377,1118,2.94692e-7,0.03312351421365593,,
1119,1.478754,1119,3.15863e-7,0.0354714166341674,,
1120,1.47863555,1120,3.34127e-7,0.037488961734499886,,
1121,1.47863829,1121,3.39208e-7,0.03802509762136972,,
1122,1.47858632,1122,3.55794e-7,0.03984883481609009,,
1123,1.478434,1123,3.75286e-7,0.04199450545307566,,
1124,1.47872031,1124,3.86424e-7,0.04320237720892464,,
1125,1.47866654,1125,4.00931e-7,0.044784422549205664,,
1126,1.47842228,1126,4.10564e-7,0.04581971034559289,,
1127,1.47850847,1127,4.22788e-7,0.047142064767557106,,
1128,1.47858226,1128,4.45288e-7,0.049606862040130914,,
1129,1.47855556,1129,4.65951e-7,0.05186282510302277,,
1130,1.47857058,1130,4.97393e-7,0.055313493619362414,,
1131,1.47849357,1131,5.07715e-7,0.05641144877514914,,
1132,1.4786303,1132,5.57663e-7,0.06190635985790971,,
1133,1.47852182,1133,6.09249e-7,0.06757324563484302,,
1134,1.47840321,1134,6.45983e-7,0.07158431912324147,,
1135,1.47849858,1135,6.90586e-7,0.07645955609769027,,
1136,1.47839844,1136,7.29645e-7,0.08071293562424384,,
1137,1.47847259,1137,7.75275e-7,0.08568507456505987,,
1138,1.47852552,1138,8.25525e-7,0.09115863885253829,,
1139,1.47848284,1139,8.74533e-7,0.09648556446433162,,
1140,1.478556,1140,9.33653e-7,0.10291780371235339,,
1141,1.47854531,1141,9.82295e-7,0.10818477671018356,,
1142,1.478477,1142,0.00000103913,0.11434406914622632,,
1143,1.47849393,1143,0.00000110023,0.12096148679821866,,
1144,1.47855651,1144,0.00000115872,0.12728063774711768,,
1145,1.47847414,1145,0.00000123747,0.13581228510175586,,
1146,1.47839844,1146,0.0000013058,0.14318644631963534,,
1147,1.4785316,1147,0.00000139305,0.15262059794536223,,
1148,1.47849274,1148,0.00000148849,0.16293481703630214,,
1149,1.4783957,1149,0.00000156934,0.1716354052213962,,
1150,1.47836936,1150,0.00000168541,0.18416944954040954,,
1151,1.47823226,1151,0.0000018146,0.1981141278611308,,
1152,1.47849047,1152,0.00000195827,0.2136141196439335,,
1153,1.47850215,1153,0.0000021173,0.23076128795995382,,
1154,1.47844517,1154,0.00000226635,0.2467919760992453,,
1155,1.478359,1155,0.00000244548,0.26606760181820843,,
1156,1.47843564,1156,0.00000260561,0.28324447176886164,,
1157,1.47843754,1157,0.00000278801,0.3028104316036259,,
1158,1.47825146,1158,0.00000296921,0.32221237730450264,,
1159,1.4783324,1159,0.00000312673,0.3390133562643249,,
1160,1.4783833,1160,0.00000330355,0.35787615209539864,,
1161,1.47850335,1161,0.00000347028,0.37561433777431824,,
1162,1.47839665,1162,0.00000363932,0.39357180640490214,,
1163,1.47841215,1163,0.00000381526,0.41224394798056735,,
1164,1.4783504,1164,0.00000398683,0.4304122281481579,,
1165,1.47827685,1165,0.00000414612,0.4472247255931919,,
1166,1.47855282,1166,0.00000427936,0.46120088981358554,,
1167,1.4784627,1167,0.00000438638,0.47232970638742755,,
1168,1.47841823,1168,0.00000443611,0.47727570501767863,,
1169,1.47833359,1169,0.0000044677,0.4802632505883017,,
1170,1.47833252,1170,0.0000044995,0.4832682442675991,,
1171,1.4782356,1171,0.00000454911,0.488179352907664,,
1172,1.47833419,1172,0.00000462667,0.4960789243202829,,
1173,1.478303,1173,0.00000473824,0.50760852429481,,
1174,1.47834,1174,0.00000486184,0.520406161053799,,
1175,1.47835326,1175,0.00000500338,0.5351006587614672,,
1176,1.47834539,1176,0.00000517558,0.5530463981655191,,
1177,1.47828174,1177,0.00000536948,0.5732784680236984,,
1178,1.47831166,1178,0.00000556767,0.5939338257932864,,
1179,1.47835433,1179,0.00000579668,0.6178390942565186,,
1180,1.47821927,1180,0.00000600156,0.6391341290196054,,
1181,1.47806585,1181,0.00000622424,0.6622871010391104,,
1182,1.47804642,1182,0.00000647635,0.6885297320499579,,
1183,1.47829545,1183,0.00000673861,0.7158061765479871,,
1184,1.47824228,1184,0.0000070041,0.7433793616556849,,
1185,1.47826326,1185,0.00000725747,0.7696207404438251,,
1186,1.47828341,1186,0.00000748939,0.7935451131153073,,
1187,1.4781996,1187,0.00000769065,0.8141833038359004,,
1188,1.47821677,1188,0.00000786945,0.83241098679435,,
1189,1.4783318,1189,0.00000807371,0.8532988401417814,,
1190,1.47817791,1190,0.00000827769,0.8741220199224772,,
1191,1.47823143,1191,0.00000852801,0.8997996159778434,,
1192,1.47820652,1192,0.00000882263,0.9301043487698294,,
1193,1.478347,1193,0.00000917038,0.9659546836086091,,
1194,1.47828889,1194,0.00000955078,1.0051812490469791,,
1195,1.47824311,1195,0.00000999209,1.0507473318161686,,
1196,1.478239,1196,0.0000104573,1.0987483898456372,,
1197,1.478097,1197,0.0000109227,1.146689192226073,,
1198,1.47832179,1198,0.0000114212,1.198021970456753,,
1199,1.47826886,1199,0.000011964,1.2539120769824281,,
1200,1.47837317,1200,0.0000123732,1.2957184740465746,,
1201,1.47841394,1201,0.0000128764,1.3472907125623184,,
1202,1.47831,1202,0.0000133835,1.399184867864193,,
1203,1.47828329,1203,0.000013877,1.4495721115167266,,
1204,1.47840166,1204,0.0000143702,1.4998443438742872,,
1205,1.478347,1205,0.0000148603,1.5497098526187687,,
1206,1.47829807,1206,0.0000153103,1.595314295331868,,
1207,1.47828746,1207,0.0000157273,1.637407461169934,,
1208,1.478394,1208,0.0000161201,1.6769135011633385,,
1209,1.47845232,1209,0.0000164062,1.7052637681827911,,
1210,1.478441,1210,0.0000166164,1.725684633689568,,
1211,1.47811067,1211,0.0000167186,1.7348647708771698,,
1212,1.47817957,1212,0.0000167315,1.734770874044146,,
1213,1.478139,1213,0.0000166394,1.7237993998398022,,
1214,1.478052,1214,0.000016476,1.7054655868383999,,
1215,1.47805715,1215,0.0000162402,1.6796738440437518,,
1216,1.47808719,1216,0.0000159224,1.645450489063096,,
1217,1.47811568,1217,0.0000154699,1.5973746653005338,,
1218,1.47830665,1218,0.0000149275,1.5401026054667206,,
1219,1.4781158,1219,0.0000142796,1.4720487762494114,,
1220,1.47803831,1220,0.0000135204,1.3926422725768997,,
1221,1.47795749,1221,0.0000127049,1.307571515301981,,
1222,1.47794044,1222,0.0000119346,1.2272881074806137,,
1223,1.47789836,1223,0.000011128,1.1434061504218225,,
