300	1.5	2.37348E-06
305	1.5	1.67034E-06
310	1.5	1.16758E-06
315	1.5	8.08E-07
320	1.5	5.72E-07
325	1.5	3.96E-07
330	1.5	2.78E-07
335	1.5	2.03E-07
340	1.5	1.47E-07
345	1.5	1.09E-07
350	1.5	8.47E-08
355	1.5	6.89E-08
360	1.5	5.76E-08
365	1.5	5.20E-08
370	1.5	5.24E-08
375	1.5	5.76E-08
380	1.5	6.26E-08
385	1.5	5.73E-08
390	1.5	5.12E-08
395	1.5	4.97E-08
400	1.5	5.41E-08
405	1.5	5.83E-08
410	1.5	6.43E-08
415	1.5	6.94E-08
420	1.5	7.39E-08
425	1.5	7.91E-08
430	1.5	8.25E-08
435	1.5	8.55E-08
440	1.5	8.79E-08
445	1.5	8.89E-08
450	1.5	8.81E-08
455	1.5	8.51E-08
460	1.5	8.53E-08
465	1.5	8.29E-08
470	1.5	8.04E-08
475	1.5	7.86E-08
480	1.5	7.56E-08
485	1.5	7.60E-08
490	1.5	7.33E-08
495	1.5	7.33E-08
500	1.5	7.20E-08
505	1.5	7.11E-08
510	1.5	6.74E-08
515	1.5	6.64E-08
520	1.5	6.58E-08
525	1.5	6.22E-08
530	1.5	6.28E-08
535	1.5	6.13E-08
540	1.5	6.36E-08
545	1.5	6.33E-08
550	1.5	6.22E-08
555	1.5	6.54E-08
560	1.5	6.51E-08
565	1.5	6.47E-08
570	1.5	6.94E-08
575	1.5	6.91E-08
580	1.5	7.29E-08
585	1.5	7.63E-08
590	1.5	7.65E-08
595	1.5	7.62E-08
600	1.5	7.83E-08
605	1.5	8.23E-08
610	1.5	8.35E-08
615	1.5	8.47E-08
620	1.5	8.83E-08
625	1.5	8.80E-08
630	1.5	9.12E-08
635	1.5	9.45E-08
640	1.5	9.78E-08
645	1.5	9.55E-08
650	1.5	1.00E-07
655	1.5	9.96E-08
660	1.5	1.00E-07
665	1.5	1.03E-07
670	1.5	1.05E-07
675	1.5	1.04E-07
680	1.5	1.04E-07
685	1.5	1.07E-07
690	1.5	1.05E-07
695	1.5	1.10E-07
700	1.5	1.11E-07
705	1.5	1.13E-07
710	1.5	1.12E-07
715	1.5	1.16E-07
720	1.5	1.23E-07
725	1.5	1.23E-07
730	1.5	1.29E-07
735	1.5	1.28E-07
740	1.5	1.32E-07
745	1.5	1.35E-07
750	1.5	1.36E-07
755	1.5	1.44E-07
760	1.5	1.44E-07
765	1.5	1.51E-07
770	1.5	1.60E-07
775	1.5	1.53E-07
780	1.5	1.57E-07
785	1.5	1.57E-07
790	1.5	1.69E-07
795	1.5	1.77E-07
800	1.5	1.76E-07
805	1.5	1.84E-07
810	1.5	1.84E-07
815	1.5	1.89E-07
820	1.5	1.91E-07
825	1.5	1.97E-07
830	1.5	1.99E-07
835	1.5	2.05E-07
840	1.5	2.03E-07
845	1.5	2.13E-07
850	1.5	2.18E-07
855	1.5	2.01E-07
860	1.5	1.98E-07
865	1.5	2.15E-07
870	1.5	2.42E-07
875	1.5	2.28E-07
880	1.5	2.30E-07
885	1.5	2.49E-07
890	1.5	2.61E-07
895	1.5	2.91E-07
900	1.5	2.61E-07
905	1.5	2.64E-07
910	1.5	2.69E-07
915	1.5	2.86E-07
920	1.5	2.88E-07
925	1.5	2.91E-07
930	1.5	2.94E-07
935	1.5	3.01E-07
940	1.5	3.09E-07
945	1.5	3.05E-07
950	1.5	3.18E-07
955	1.5	3.29E-07
960	1.5	3.26E-07
965	1.5	3.22E-07
970	1.5	3.41E-07
975	1.5	3.51E-07
980	1.5	3.49E-07
985	1.5	3.55E-07
990	1.5	3.76E-07
995	1.5	3.71E-07
1000	1.5	3.62E-07
1005	1.5	3.64E-07
1010	1.5	3.64E-07
1015	1.5	3.74E-07
1020	1.5	3.79E-07
1025	1.5	3.83E-07
1030	1.5	3.79E-07
1035	1.5	3.86E-07
1040	1.5	3.97E-07
1045	1.5	3.98E-07
1050	1.5	3.99E-07
1055	1.5	4.07E-07
1060	1.5	4.05E-07
1065	1.5	4.14E-07
1070	1.5	4.19E-07
1075	1.5	4.15E-07
1080	1.5	4.20E-07
1085	1.5	4.27E-07
1090	1.5	4.22E-07
1095	1.5	4.23E-07
1100	1.5	4.33E-07
1105	1.5	4.24E-07
1110	1.5	4.29E-07
1115	1.5	4.26E-07
1120	1.5	4.31E-07
1125	1.5	4.41E-07
1130	1.5	4.17E-07
1135	1.5	4.31E-07
1140	1.5	4.40E-07
1145	1.5	4.34E-07
1150	1.5	4.41E-07
1155	1.5	4.38E-07
1160	1.5	4.40E-07
1165	1.5	4.39E-07
1170	1.5	4.41E-07
1175	1.5	4.49E-07
1180	1.5	4.57E-07
1185	1.5	4.36E-07
1190	1.5	4.38E-07
1195	1.5	4.42E-07
1200	1.5	0
